chip_stem,region,sza_bin,method,chip_crs,gpkg_crs,mismatch
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,KQ,sza_70_75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,SK,sza_70_75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,SK,sza_70_75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,SK,sza_70_75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,SK,sza_70_75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,SK,sza_70_75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,SK,sza_70_75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20181001T142141_N0500_R096_T25WES_20230808T044242_r9472_c2048,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20181001T142141_N0500_R096_T25WES_20230808T044242_r9728_c2048,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6656_c5632,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7424_c4864,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7936_c2560,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r10496_c1792,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r9984_c1792,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c1536,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c2816,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c0768,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9984_c0768,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0000_c10496,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0000_c1024,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c3072,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8704_c6400,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,KQ,sza_70_75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,SK,sza_70_75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20181001T142141_N0500_R096_T25WES_20230808T044242_r9472_c2048,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20181001T142141_N0500_R096_T25WES_20230808T044242_r9728_c2048,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WVT_20230306T133643_r6400_c10496,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7936_c2560,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r10496_c1792,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r9984_c1792,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c0512,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c1536,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6656,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7168_c7168,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c2816,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c3840,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c4352,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c9728,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c0768,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9984_c0768,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0000_c10496,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0512_c10496,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0000_c1024,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0512_c0768,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c7168,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c1280,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0512_c6144,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10240_c6400,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c2816,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c3072,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c6912,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8448_c2048,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8704_c6400,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8960_c5632,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9728_c4352,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,KQ,sza_70_75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,SK,sza_70_75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20181001T142141_N0500_R096_T25WES_20230808T044242_r9472_c2048,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20181001T142141_N0500_R096_T25WES_20230808T044242_r9728_c2048,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6656_c5632,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7424_c4864,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7936_c2560,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r10496_c1792,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r9984_c1792,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDQ_20230619T164213_r0000_c10496,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20181003T141019_N0500_R053_T25WEQ_20230619T164213_r0000_c1024,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c3072,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c4608,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c4096,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6144_c3840,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,KQ,sza_70_75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,SK,sza_70_75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
