chip_stem,region,sza_bin,method,chip_crs,gpkg_crs,mismatch
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8960_c3072,SK,sza_gt75,UNet,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0512_c4096,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0768_c3328,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3072_c4096,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3328_c3584,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5120_c3584,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5632_c5120,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8448_c1024,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9984_c1024,KQ,sza_gt75,UNet,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8960_c3072,SK,sza_gt75,UNet_TR,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0512_c4096,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0768_c3328,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3072_c4096,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3328_c3584,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5120_c3584,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5632_c5120,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8448_c1024,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9984_c1024,KQ,sza_gt75,UNet_TR,EPSG:32625,EPSG:32625,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r6144_c9984,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c1792,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c4352,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c2304,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7936_c2048,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5376_c0768,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c1536,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6912_c8704,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8960_c3072,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0512_c4096,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0768_c3328,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3072_c4096,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3328_c3584,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5120_c3584,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5632_c5120,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9984_c1024,KQ,sza_gt75,UNet_OT,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20221101T141329_N0510_R053_T24WWT_20240712T091554_r5888_c4352,SK,sza_gt75,UNet_OT,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8960_c3072,SK,sza_gt75,UNet_CRF,EPSG:32624,EPSG:32624,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0768_c3328,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3072_c4096,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3328_c3584,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5120_c3584,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8448_c1024,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9984_c1024,KQ,sza_gt75,UNet_CRF,EPSG:32625,EPSG:32625,0
